Year,Yearly_Ranking,Title,Studio,Total_Gross,Number_of_Theaters,Opening_Gross,Number_of_Opening_Theaters,Open_Date,End_Date,Running time,Genre,Rating
2015,56,Southpaw,Wein.,"$52,421,953 ","2,772","$16,701,294 ","2,772",7月24日,11月5日,2 hrs. 3 min.,Drama,R
2015,57,Insidious Chapter 3,Focus,"$52,218,558 ","3,014","$22,692,741 ","3,002",6月5日,8月13日,1 hrs. 37 min.,Horror,PG-13
2015,58,Poltergeist (2015),Fox,"$47,425,125 ","3,242","$22,620,386 ","3,240",5月22日,8月6日,1 hrs. 33 min.,Horror,PG-13
2015,59,Jupiter Ascending,WB,"$47,387,723 ","3,181","$18,372,372 ","3,181",2月6日,5月7日,2 hrs. 7 min.,Sci-Fi,PG-13
2015,60,Sicario,LGF,"$46,889,293 ","2,620","$401,288 ",6,9月18日,1月14日,2 hrs. 1 min.,Action Drama,R
2015,61,The Man From U.N.C.L.E.,WB,"$45,445,109 ","3,673","$13,421,036 ","3,638",8月14日,10月22日,1 hrs. 56 min.,Action,PG-13
2015,62,Spotlight,ORF,"$45,055,776 ","1,227","$295,009 ",5,11月6日,5月5日,2 hrs. 8 min.,Drama,R
2015,63,"McFarland, USA",BV,"$44,482,410 ","2,792","$11,020,798 ","2,755",2月20日,7月9日,2 hrs. 8 min.,Sports Drama,PG
2015,64,The Gift (2015),STX,"$43,787,265 ","2,503","$11,854,273 ","2,503",8月7日,10月9日,1 hrs. 48 min.,Thriller,R
2015,65,Everest (2015),Uni.,"$43,482,270 ","3,009","$7,222,035 ",545,9月18日,11月26日,2 hrs. 1 min.,Thriller,PG-13
2015,66,The Night Before,Sony,"$43,047,372 ","2,960","$9,880,536 ","2,960",11月20日,1月14日,1 hrs. 41 min.,Comedy,R
2015,67,Krampus,Uni.,"$42,725,475 ","2,919","$16,293,325 ","2,902",12月4日,1月21日,1 hrs. 38 min.,Horror Comedy,PG-13
2015,68,Max (2015),WB,"$42,656,255 ","2,870","$12,155,254 ","2,855",6月26日,10月15日,1 hrs. 51 min.,Family,PG
2015,69,The Age of Adaline,LGF,"$42,629,776 ","3,070","$13,203,458 ","2,991",4月24日,7月9日,1 hrs. 52 min.,Drama,PG-13
2015,70,Brooklyn,FoxS,"$38,322,743 ",962,"$187,281 ",5,11月4日,5月26日,1 hrs. 51 min.,Drama,PG-13
2015,71,The Longest Ride,Fox,"$37,446,117 ","3,371","$13,019,686 ","3,366",4月10日,7月9日,2 hrs. 19 min.,Romance,PG-13
2015,72,The Boy Next Door,Uni.,"$35,423,380 ","2,615","$14,910,105 ","2,602",1月23日,3月12日,1 hrs. 31 min.,Thriller,R
2015,73,Pan,WB,"$35,088,320 ","3,515","$15,315,435 ","3,515",10月9日,1月7日,1 hrs. 51 min.,Fantasy,PG
2015,74,Hot Pursuit,WB (NL),"$34,580,201 ","3,037","$13,942,258 ","3,003",5月8日,7月30日,1 hrs. 27 min.,Comedy,PG-13
2015,75,Concussion (2015),Sony,"$34,542,474 ","2,841","$10,513,749 ","2,841",12月25日,3月17日,2 hrs. 3 min.,Drama,PG-13
2015,76,The DUFF,LGF,"$34,030,343 ","2,622","$10,809,149 ","2,575",2月20日,5月14日,1 hrs. 41 min.,Comedy,PG-13
2015,77,Woman in Gold,Wein.,"$33,307,793 ","2,011","$2,091,551 ",258,4月1日,8月13日,1 hrs. 49 min.,Drama,PG-13
2015,78,The Second Best Exotic Marigold Hotel,FoxS,"$33,078,266 ","2,022","$8,540,370 ","1,573",3月6日,6月25日,2 hrs. 2 min.,Comedy / Drama,PG
2015,79,Unfriended,Uni.,"$32,482,090 ","2,775","$15,845,115 ","2,739",4月17日,5月28日,1 hrs. 23 min.,Horror,R
2015,80,Entourage,WB,"$32,363,404 ","3,108","$10,283,250 ","3,108",6月3日,8月13日,1 hrs. 44 min.,Comedy,R
2015,81,Paper Towns,Fox,"$32,000,304 ","3,031","$12,650,140 ","3,031",7月24日,10月15日,1 hrs. 49 min.,Drama,PG-13
2015,82,Chappie,Sony,"$31,569,268 ","3,201","$13,346,782 ","3,201",3月6日,5月3日,2 hrs. 0 min.,Sci-Fi Action,R
2015,83,Crimson Peak,Uni.,"$31,090,320 ","2,991","$13,143,310 ","2,984",10月16日,11月26日,1 hrs. 59 min.,Horror,R
2015,84,A Walk in the Woods,BG,"$29,504,281 ","2,158","$8,246,267 ","1,960",9月2日,12月20日,1 hrs. 44 min.,Comedy,R
2015,85,Point Break (2015),WB,"$28,782,481 ","2,910","$9,800,252 ","2,910",12月25日,2月25日,1 hrs. 53 min.,Action,PG-13
2015,86,Sinister 2,Focus,"$27,740,955 ","2,799","$10,542,116 ","2,766",8月21日,10月29日,1 hrs. 37 min.,Horror,R
2015,87,The Last Witch Hunter,LG/S,"$27,367,660 ","3,082","$10,812,861 ","3,082",10月23日,12月31日,1 hrs. 46 min.,Action Fantasy,PG-13
2015,88,No Escape,Wein.,"$27,288,872 ","3,415","$8,111,264 ","3,355",8月26日,11月26日,1 hrs. 41 min.,Action,R
2015,89,Ricki and the Flash,TriS,"$26,822,144 ","2,064","$6,610,961 ","1,603",8月7日,10月11日,1 hrs. 41 min.,Comedy / Drama,PG-13
2015,90,The Woman in Black 2: Angel of Death,Rela.,"$26,501,323 ","2,602","$15,027,415 ","2,602",1月2日,3月19日,1 hrs. 38 min.,Horror,PG-13
2015,91,Run All Night,WB,"$26,461,644 ","3,171","$11,012,305 ","3,171",3月13日,5月7日,1 hrs. 54 min.,Action,R
2015,92,Love the Coopers,LGF,"$26,302,731 ","2,603","$8,317,545 ","2,603",11月13日,1月14日,1 hrs. 47 min.,Comedy,PG-13
2015,93,The Lazarus Effect,Rela.,"$25,801,047 ","2,666","$10,203,437 ","2,666",2月27日,6月11日,1 hrs. 23 min.,Horror,PG-13
2015,94,Ex Machina,A24,"$25,442,958 ","2,004","$237,264 ",4,4月10日,9月3日,1 hrs. 50 min.,Sci-Fi Thriller,R
2015,95,In the Heart of the Sea,WB,"$25,020,758 ","3,103","$11,053,366 ","3,103",12月11日,2月11日,2 hrs. 1 min.,Drama,PG-13
2015,96,The Gallows,WB (NL),"$22,764,410 ","2,720","$9,808,463 ","2,720",7月10日,9月17日,1 hrs. 21 min.,Horror,R
2015,97,Hitman: Agent 47,Fox,"$22,467,450 ","3,273","$8,326,530 ","3,261",8月21日,10月15日,1 hrs. 36 min.,Action / Adventure,R
2015,98,Project Almanac,Par.,"$22,348,241 ","2,900","$8,310,252 ","2,893",1月30日,3月26日,1 hrs. 46 min.,Sci-Fi,PG-13
2015,99,Black or White,Rela.,"$21,571,189 ","1,823","$6,213,362 ","1,823",1月30日,5月14日,2 hrs. 1 min.,Drama,PG-13
2015,100,Aloha,Sony,"$21,067,116 ","2,815","$9,670,235 ","2,815",5月29日,7月30日,1 hrs. 45 min.,Comedy / Drama,PG-13
2016,1,Rogue One: A Star Wars Story,BV,"$532,177,324 ","4,157","$155,081,681 ","4,157",12月16日,5月4日,2 hrs. 13 min.,Sci-Fi Adventure,PG-13
2016,2,Finding Dory,BV,"$486,295,561 ","4,305","$135,060,273 ","4,305",6月17日,12月8日,1 hrs. 43 min.,Animation,PG
2016,3,Captain America: Civil War,BV,"$408,084,349 ","4,226","$179,139,142 ","4,226",5月6日,9月22日,2 hrs. 27 min.,Action / Adventure,PG-13
2016,4,The Secret Life of Pets,Uni.,"$368,384,330 ","4,381","$104,352,905 ","4,370",7月8日,12月29日,1 hrs. 30 min.,Animation,PG
2016,5,The Jungle Book (2016),BV,"$364,001,123 ","4,144","$103,261,464 ","4,028",4月15日,9月29日,1 hrs. 45 min.,Adventure,PG
2016,6,Deadpool,Fox,"$363,070,709 ","3,856","$132,434,639 ","3,558",2月12日,6月16日,1 hrs. 46 min.,Action,R
2016,7,Zootopia,BV,"$341,268,248 ","3,959","$75,063,401 ","3,827",3月4日,8月4日,1 hrs. 48 min.,Animation,PG
2016,8,Batman v Superman: Dawn of Justice,WB,"$330,360,194 ","4,256","$166,007,347 ","4,242",3月25日,6月16日,2 hrs. 31 min.,Action / Adventure,PG-13
2016,9,Suicide Squad,WB,"$325,100,054 ","4,255","$133,682,248 ","4,255",8月5日,11月10日,2 hrs. 10 min.,Action / Adventure,PG-13
2016,10,Sing,Uni.,"$270,395,425 ","4,029","$35,258,145 ","4,022",12月21日,5月11日,1 hrs. 50 min.,Animation,PG
2016,11,Moana,BV,"$248,757,044 ","3,875","$56,631,401 ","3,875",11月23日,4月27日,1 hrs. 43 min.,Animation,PG
2016,12,Fantastic Beasts and Where To Find Them,WB,"$234,037,575 ","4,144","$74,403,387 ","4,144",11月18日,3月30日,2 hrs. 20 min.,Fantasy,PG-13
2016,13,Doctor Strange,BV,"$232,641,920 ","3,882","$85,058,311 ","3,882",11月4日,3月16日,1 hrs. 55 min.,Action / Adventure,PG-13
2016,14,Hidden Figures,Fox,"$169,607,287 ","3,416","$515,499 ",25,12月25日,11月9日,2 hrs. 7 min.,Drama,PG
2016,15,Jason Bourne,Uni.,"$162,434,410 ","4,039","$59,215,365 ","4,026",7月29日,12月22日,2 hrs. 3 min.,Action,PG-13
2016,16,Star Trek Beyond,Par.,"$158,848,340 ","3,928","$59,253,211 ","3,928",7月22日,10月20日,2 hrs. 0 min.,Sci-Fi Adventure,PG-13
2016,17,X-Men: Apocalypse,Fox,"$155,442,489 ","4,153","$65,769,562 ","4,150",5月27日,7月28日,2 hrs. 23 min.,Action / Adventure,PG-13
2016,18,Trolls,Fox,"$153,707,064 ","4,066","$46,581,142 ","4,060",11月4日,3月30日,1 hrs. 34 min.,Animation,PG
2016,19,La La Land,LG/S,"$151,101,803 ","3,236","$881,104 ",5,12月9日,4月27日,2 hrs. 8 min.,Musical,PG-13
2016,20,Kung Fu Panda 3,Fox,"$143,528,619 ","3,987","$41,282,042 ","3,955",1月29日,7月21日,1 hrs. 35 min.,Animation,PG
2016,21,Ghostbusters (2016),Sony,"$128,350,574 ","3,963","$46,018,755 ","3,963",7月15日,11月10日,1 hrs. 48 min.,Horror Comedy,PG-13
2016,22,Central Intelligence,WB (NL),"$127,440,871 ","3,508","$35,535,250 ","3,508",6月17日,9月1日,1 hrs. 47 min.,Comedy,PG-13
2016,23,The Legend of Tarzan,WB,"$126,643,061 ","3,591","$38,527,856 ","3,561",7月1日,9月15日,1 hrs. 49 min.,Action / Adventure,PG-13
2016,24,Sully,WB,"$125,070,033 ","3,955","$35,028,301 ","3,525",9月9日,1月26日,1 hrs. 36 min.,Drama,PG-13
2016,25,Bad Moms,STX,"$113,257,297 ","3,215","$23,817,340 ","3,215",7月29日,10月27日,1 hrs. 41 min.,Comedy,R
2016,26,The Angry Birds Movie,Sony,"$107,509,366 ","3,932","$38,155,177 ","3,932",5月20日,9月15日,1 hrs. 37 min.,Animation,PG
2016,27,Independence Day: Resurgence,Fox,"$103,144,286 ","4,130","$41,039,944 ","4,130",6月24日,9月15日,2 hrs. 0 min.,Sci-Fi Adventure,PG-13
2016,28,The Conjuring 2,WB (NL),"$102,470,008 ","3,356","$40,406,314 ","3,343",6月10日,8月25日,2 hrs. 14 min.,Horror,R
2016,29,Arrival,Par.,"$100,546,139 ","3,115","$24,074,047 ","2,317",11月11日,3月9日,1 hrs. 56 min.,Sci-Fi,PG-13
2016,30,Passengers (2016),Sony,"$100,014,699 ","3,478","$14,869,736 ","3,478",12月21日,4月20日,1 hrs. 56 min.,Sci-Fi,PG-13
2016,31,Sausage Party,Sony,"$97,685,686 ","3,135","$34,263,534 ","3,103",8月12日,12月22日,1 hrs. 29 min.,Animation,R
2016,32,The Magnificent Seven (2016),Sony,"$93,432,655 ","3,696","$34,703,397 ","3,674",9月23日,1月5日,2 hrs. 13 min.,Western,PG-13
2016,33,Ride Along 2,Uni.,"$91,221,830 ","3,192","$35,243,095 ","3,175",1月15日,6月16日,1 hrs. 41 min.,Action Comedy,PG-13
2016,34,Don't Breathe,SGem,"$89,217,875 ","3,384","$26,411,706 ","3,051",8月26日,12月22日,1 hrs. 28 min.,Horror Thriller,R
2016,35,Miss Peregrine's Home for Peculiar Children,Fox,"$87,242,834 ","3,835","$28,871,140 ","3,522",9月30日,2月9日,2 hrs. 7 min.,Fantasy,PG-13
2016,36,The Accountant,WB,"$86,260,045 ","3,402","$24,710,273 ","3,332",10月14日,1月12日,2 hrs. 8 min.,Drama,R
2016,37,Teenage Mutant Ninja Turtles: Out of the Shadows,Par.,"$82,051,601 ","4,071","$35,316,382 ","4,071",6月3日,9月8日,1 hrs. 52 min.,Action / Adventure,PG-13
2016,38,The Purge: Election Year,Uni.,"$79,213,375 ","2,821","$31,515,110 ","2,796",7月1日,10月13日,1 hrs. 45 min.,Thriller,R
2016,39,Alice Through the Looking Glass,BV,"$77,041,381 ","3,763","$26,858,726 ","3,763",5月27日,9月1日,1 hrs. 52 min.,Family Adventure,PG
2016,40,Pete's Dragon (2016),BV,"$76,233,151 ","3,702","$21,514,095 ","3,702",8月12日,12月15日,1 hrs. 42 min.,Family,PG
2016,41,The Girl on the Train (2016),Uni.,"$75,395,035 ","3,241","$24,536,265 ","3,144",10月7日,12月29日,1 hrs. 52 min.,Thriller,R
2016,42,Boo! A Madea Halloween,LGF,"$73,206,343 ","2,299","$28,501,448 ","2,260",10月21日,12月22日,1 hrs. 43 min.,Horror Comedy,PG-13
2016,43,Storks,WB,"$72,679,278 ","3,922","$21,311,407 ","3,922",9月23日,1月12日,1 hrs. 29 min.,Animation,PG
2016,44,10 Cloverfield Lane,Par.,"$72,082,998 ","3,427","$24,727,437 ","3,391",3月11日,6月2日,1 hrs. 45 min.,Thriller,PG-13
2016,45,Lights Out,WB (NL),"$67,268,835 ","2,835","$21,688,103 ","2,818",7月22日,9月29日,1 hrs. 21 min.,Horror,PG-13
2016,46,Hacksaw Ridge,LGF,"$67,209,615 ","2,971","$15,190,758 ","2,886",11月4日,3月9日,2 hrs. 11 min.,Action Drama,R
2016,47,The Divergent Series: Allegiant,LG/S,"$66,184,051 ","3,740","$29,027,348 ","3,740",3月18日,6月2日,2 hrs. 1 min.,Action / Adventure,PG-13
2016,48,Now You See Me 2,LG/S,"$65,075,540 ","3,232","$22,383,146 ","3,232",6月10日,8月25日,2 hrs. 9 min.,Thriller,PG-13
2016,49,Ice Age: Collision Course,Fox,"$64,063,008 ","3,997","$21,373,064 ","3,992",7月22日,11月3日,1 hrs. 34 min.,Animation,PG
2016,50,The Boss,Uni.,"$63,285,885 ","3,495","$23,586,645 ","3,480",4月8日,8月4日,1 hrs. 39 min.,Comedy,R
2016,51,London Has Fallen,Focus,"$62,678,608 ","3,492","$21,635,601 ","3,490",3月4日,6月2日,1 hrs. 39 min.,Action,R
2016,52,Miracles from Heaven,TriS,"$61,705,123 ","3,155","$14,812,393 ","3,047",3月16日,7月21日,1 hrs. 49 min.,Drama,PG
2016,53,Deepwater Horizon,LG/S,"$61,433,527 ","3,403","$20,223,544 ","3,259",9月30日,12月15日,1 hrs. 47 min.,Action Drama,PG-13
2016,54,Why Him?,Fox,"$60,323,786 ","3,008","$11,002,986 ","2,917",12月23日,3月23日,1 hrs. 51 min.,Comedy,R
2016,55,My Big Fat Greek Wedding 2,Uni.,"$59,689,605 ","3,179","$17,861,950 ","3,133",3月25日,5月26日,1 hrs. 34 min.,Comedy,PG-13
2016,56,Jack Reacher: Never Go Back,Par.,"$58,697,076 ","3,780","$22,872,490 ","3,780",10月21日,1月12日,1 hrs. 58 min.,Crime Drama,PG-13
2016,57,Fences,Par.,"$57,682,904 ","2,368","$129,462 ",4,12月16日,3月30日,2 hrs. 18 min.,Drama,PG-13
2016,58,Me Before You,WB (NL),"$56,245,075 ","2,762","$18,723,269 ","2,704",6月3日,8月18日,1 hrs. 50 min.,Romance,PG-13
2016,59,The BFG,BV,"$55,483,770 ","3,392","$18,775,350 ","3,357",7月1日,10月13日,1 hrs. 57 min.,Adventure,PG
2016,60,Neighbors 2: Sorority Rising,Uni.,"$55,455,765 ","3,416","$21,760,405 ","3,384",5月20日,7月14日,1 hrs. 31 min.,Comedy,R
2016,61,The Shallows,Sony,"$55,124,043 ","2,962","$16,800,868 ","2,962",6月24日,9月29日,1 hrs. 25 min.,Horror,PG-13
2016,62,Office Christmas Party,Par.,"$54,767,494 ","3,210","$16,890,204 ","3,210",12月9日,1月26日,1 hrs. 45 min.,Comedy,R
2016,63,Assassin's Creed,Fox,"$54,647,948 ","2,996","$10,278,225 ","2,970",12月21日,3月9日,2 hrs. 20 min.,Action,PG-13
2016,64,Barbershop: The Next Cut,WB (NL),"$54,030,051 ","2,676","$20,242,415 ","2,661",4月15日,7月14日,1 hrs. 52 min.,Comedy,PG-13
2016,65,13 Hours: The Secret Soldiers of Benghazi,Par.,"$52,853,219 ","2,917","$16,194,738 ","2,389",1月15日,3月24日,2 hrs. 24 min.,Drama,R
2016,66,Lion,Wein.,"$51,738,905 ","1,802","$123,360 ",4,11月25日,5月11日,2 hrs. 0 min.,Drama,PG-13
2016,67,The Huntsman: Winter's War,Uni.,"$48,390,190 ","3,802","$19,445,035 ","3,791",4月22日,8月4日,1 hrs. 54 min.,Action / Adventure,PG-13
2016,68,Kubo and the Two Strings,Focus,"$48,023,088 ","3,279","$12,608,372 ","3,260",8月19日,12月1日,1 hrs. 41 min.,Animation,PG
2016,69,Manchester by the Sea,RAtt.,"$47,695,371 ","1,213","$256,498 ",4,11月18日,4月27日,2 hrs. 15 min.,Drama,R
2016,70,Warcraft,Uni.,"$47,365,290 ","3,406","$24,166,110 ","3,400",6月10日,9月8日,2 hrs. 3 min.,Fantasy,PG-13
2016,71,How to Be Single,WB (NL),"$46,843,513 ","3,357","$17,878,911 ","3,343",2月12日,4月14日,1 hrs. 50 min.,Romantic Comedy,R
2016,72,Mike and Dave Need Wedding Dates,Fox,"$46,009,673 ","3,008","$16,628,170 ","2,982",7月8日,10月13日,1 hrs. 38 min.,Comedy,R
2016,73,War Dogs,WB,"$43,034,523 ","3,258","$14,685,305 ","3,258",8月19日,10月20日,1 hrs. 54 min.,Comedy / Drama,R
2016,74,Almost Christmas,Uni.,"$42,158,780 ","2,379","$15,134,235 ","2,376",11月11日,1月12日,1 hrs. 52 min.,Comedy,PG-13
2016,75,Money Monster,TriS,"$41,012,075 ","3,104","$14,788,157 ","3,104",5月13日,8月4日,1 hrs. 35 min.,Drama / Thriller,R
2016,76,Allied,Par.,"$40,098,064 ","3,160","$12,701,743 ","3,160",11月23日,1月26日,2 hrs. 1 min.,Romantic Thriller,R
2016,77,Nerve,LGF,"$38,583,626 ","2,538","$9,445,456 ","2,538",7月27日,10月6日,1 hrs. 36 min.,Thriller,PG-13
2016,78,Risen,Sony,"$36,880,033 ","2,915","$11,801,271 ","2,915",2月19日,5月19日,1 hrs. 47 min.,Action / Adventure,PG-13
2016,79,The Nice Guys,WB,"$36,261,763 ","2,865","$11,203,270 ","2,865",5月20日,8月4日,1 hrs. 56 min.,Comedy Thriller,R
2016,80,The Boy (2016),STX,"$35,819,556 ","2,671","$10,778,392 ","2,671",1月22日,3月31日,1 hrs. 38 min.,Horror,PG-13
2016,81,Dirty Grandpa,LGF,"$35,593,113 ","2,912","$11,111,875 ","2,912",1月22日,3月17日,1 hrs. 42 min.,Comedy,R
2016,82,Ouija: Origin of Evil,Uni.,"$35,144,505 ","3,168","$14,065,500 ","3,167",10月21日,12月29日,1 hrs. 39 min.,Horror,PG-13
2016,83,The 5th Wave,Sony,"$34,916,787 ","2,908","$10,326,356 ","2,908",1月22日,5月26日,1 hrs. 52 min.,Sci-Fi Action,PG-13
2016,84,Inferno,Sony,"$34,343,574 ","3,576","$14,860,425 ","3,576",10月28日,1月19日,2 hrs. 1 min.,Thriller,PG-13
2016,85,Mother's Day,ORF,"$32,492,859 ","3,291","$8,369,184 ","3,035",4月29日,6月16日,1 hrs. 58 min.,Comedy,PG-13
2016,86,Patriots Day,LGF,"$31,886,361 ","3,120","$161,306 ",7,12月21日,3月9日,2 hrs. 10 min.,Drama,R
2016,87,Gods of Egypt,LG/S,"$31,153,464 ","3,117","$14,123,903 ","3,117",2月26日,5月12日,2 hrs. 7 min.,Action / Adventure,PG-13
2016,88,Collateral Beauty,WB (NL),"$31,016,021 ","3,028","$7,102,085 ","3,028",12月16日,2月9日,1 hrs. 34 min.,Drama,PG-13
2016,89,"Hail, Caesar!",Uni.,"$30,498,085 ","2,248","$11,355,225 ","2,232",2月5日,6月30日,1 hrs. 40 min.,Comedy,PG-13
2016,90,When the Bough Breaks,SGem,"$29,747,603 ","2,246","$14,202,323 ","2,246",9月9日,11月17日,1 hrs. 47 min.,Drama,PG-13
2016,91,Zoolander 2,Par.,"$28,848,693 ","3,418","$13,841,146 ","3,394",2月12日,3月31日,1 hrs. 40 min.,Comedy,PG-13
2016,92,Moonlight (2016),A24,"$27,854,932 ","1,564","$402,075 ",4,10月21日,5月4日,1 hrs. 50 min.,Drama,R
2016,93,The Finest Hours,BV,"$27,569,558 ","3,143","$10,288,932 ","3,143",1月29日,4月7日,1 hrs. 49 min.,Thriller,PG-13
2016,94,Florence Foster Jenkins,Par.,"$27,383,770 ","1,528","$6,601,313 ","1,528",8月12日,10月27日,1 hrs. 50 min.,Drama,PG-13
2016,95,Hell or High Water,LGF,"$27,007,844 ","1,505","$621,329 ",32,8月12日,11月17日,1 hrs. 42 min.,Action Drama,R
2016,96,The Forest,Focus,"$26,594,261 ","2,509","$12,741,176 ","2,451",1月8日,3月17日,1 hrs. 35 min.,Horror,PG-13
2016,97,Ben-Hur (2016),Par.,"$26,410,477 ","3,084","$11,203,815 ","3,084",8月19日,10月6日,2 hrs. 3 min.,Historical Epic,PG-13
2016,98,The Witch,A24,"$25,138,705 ","2,204","$8,800,230 ","2,046",2月19日,5月26日,1 hrs. 32 min.,Horror,R
2016,99,Bridget Jones's Baby,Uni.,"$24,252,420 ","2,930","$8,571,785 ","2,927",9月16日,12月15日,2 hrs. 2 min.,Romantic Comedy,R
2016,100,Kevin Hart: What Now?,Uni.,"$23,591,043 ","2,567","$11,767,210 ","2,567",10月14日,12月15日,1 hrs. 36 min.,Concert,R
2017,1,Star Wars: The Last Jedi,BV,"$620,181,382 ","4,232","$220,009,584 ","4,232",12月15日,4月19日,2 hrs. 31 min.,Sci-Fi Fantasy,PG-13
2017,2,Beauty and the Beast (2017),BV,"$504,014,165 ","4,210","$174,750,616 ","4,210",3月17日,7月13日,2 hrs. 9 min.,Fantasy,PG
2017,3,Wonder Woman,WB,"$412,563,408 ","4,165","$103,251,471 ","4,165",6月2日,11月9日,2 hrs. 21 min.,Action / Adventure,PG-13
2017,4,Jumanji: Welcome to the Jungle,Sony,"$404,515,480 ","3,849","$36,169,328 ","3,765",12月20日,-,1 hrs. 59 min.,Action,PG-13
2017,5,Guardians of the Galaxy Vol. 2,BV,"$389,813,101 ","4,347","$146,510,104 ","4,347",5月5日,9月21日,2 hrs. 17 min.,Action / Adventure,PG-13
2017,6,Spider-Man: Homecoming,Sony,"$334,201,140 ","4,348","$117,027,503 ","4,348",7月7日,11月30日,2 hrs. 13 min.,Action / Adventure,PG-13
2017,7,It,WB (NL),"$327,481,748 ","4,148","$123,403,419 ","4,103",9月8日,12月14日,2 hrs. 15 min.,Horror,R
2017,8,Thor: Ragnarok,BV,"$315,058,289 ","4,080","$122,744,989 ","4,080",11月3日,3月15日,2 hrs. 10 min.,Action / Adventure,PG-13
2017,9,Despicable Me 3,Uni.,"$264,624,300 ","4,535","$72,434,025 ","4,529",6月30日,12月21日,1 hrs. 30 min.,Animation,PG
2017,10,Justice League,WB,"$229,024,295 ","4,051","$93,842,239 ","4,051",11月17日,3月15日,1 hrs. 59 min.,Action / Adventure,PG-13
2017,11,Logan,Fox,"$226,277,068 ","4,071","$88,411,916 ","4,071",3月3日,7月13日,2 hrs. 15 min.,Action / Adventure,R
2017,12,The Fate of the Furious,Uni.,"$226,008,385 ","4,329","$98,786,705 ","4,310",4月14日,8月10日,2 hrs. 16 min.,Action,PG-13
2017,13,Coco,BV,"$209,726,015 ","3,987","$50,802,605 ","3,987",11月22日,4月26日,1 hrs. 49 min.,Animation,PG
2017,14,Dunkirk,WB,"$188,045,546 ","4,014","$50,513,488 ","3,720",7月21日,11月23日,1 hrs. 46 min.,War,PG-13
2017,15,Get Out,Uni.,"$176,040,665 ","3,143","$33,377,060 ","2,781",2月24日,2月15日,1 hrs. 43 min.,Horror,R
2017,16,The LEGO Batman Movie,WB,"$175,750,384 ","4,088","$53,003,468 ","4,088",2月10日,6月8日,1 hrs. 44 min.,Animation,PG
2017,17,The Boss Baby,Fox,"$175,003,033 ","3,829","$50,198,902 ","3,773",3月31日,11月2日,1 hrs. 37 min.,Animation,PG
2017,18,The Greatest Showman,Fox,"$174,016,519 ","3,342","$8,805,843 ","3,006",12月20日,-,1 hrs. 45 min.,Musical,PG
2017,19,Pirates of the Caribbean: Dead Men Tell No Tales,BV,"$172,558,876 ","4,276","$62,983,253 ","4,276",5月26日,9月21日,2 hrs. 9 min.,Period Adventure,PG-13
2017,20,Kong: Skull Island,WB,"$168,052,812 ","3,846","$61,025,472 ","3,846",3月10日,6月15日,1 hrs. 58 min.,Action / Adventure,PG-13
2017,21,Cars 3,BV,"$152,901,115 ","4,256","$53,688,680 ","4,256",6月16日,11月2日,1 hrs. 42 min.,Animation,G
2017,22,War for the Planet of the Apes,Fox,"$146,880,162 ","4,100","$56,262,929 ","4,022",7月14日,11月30日,2 hrs. 20 min.,Sci-Fi Action,PG-13
2017,23,Split,Uni.,"$138,291,365 ","3,373","$40,010,975 ","3,038",1月20日,5月11日,1 hrs. 57 min.,Horror Thriller,PG-13
2017,24,Wonder,LGF,"$132,422,809 ","3,519","$27,547,866 ","3,096",11月17日,3月22日,1 hrs. 53 min.,Drama,PG
2017,25,Transformers: The Last Knight,Par.,"$130,168,683 ","4,132","$44,680,073 ","4,069",6月21日,8月24日,2 hrs. 29 min.,Sci-Fi Action,PG-13
2017,26,Girls Trip,Uni.,"$115,171,585 ","2,648","$31,201,920 ","2,591",7月21日,10月19日,2 hrs. 2 min.,Comedy,R
2017,27,Fifty Shades Darker,Uni.,"$114,581,250 ","3,714","$46,607,250 ","3,710",2月10日,4月6日,1 hrs. 55 min.,Romance,R
2017,28,Baby Driver,TriS,"$107,825,862 ","3,226","$20,553,320 ","3,226",6月28日,10月19日,1 hrs. 52 min.,Action / Crime,R
2017,29,Pitch Perfect 3,Uni.,"$104,897,530 ","3,468","$19,928,525 ","3,447",12月22日,3月8日,1 hrs. 36 min.,Comedy,PG-13
2017,30,Daddy's Home 2,Par.,"$104,029,443 ","3,575","$29,651,193 ","3,575",11月10日,2月15日,1 hrs. 40 min.,Comedy,PG-13
2017,31,Murder on the Orient Express (2017),Fox,"$102,826,543 ","3,354","$28,681,472 ","3,341",11月10日,-,1 hrs. 54 min.,Thriller,PG-13
2017,32,Annabelle: Creation,WB (NL),"$102,092,201 ","3,565","$35,006,404 ","3,502",8月11日,11月2日,1 hrs. 49 min.,Horror,R
2017,33,Kingsman: The Golden Circle,Fox,"$100,234,838 ","4,038","$39,023,010 ","4,003",9月22日,1月4日,2 hrs. 21 min.,Action Comedy,R
2017,34,Blade Runner 2049,WB,"$92,054,159 ","4,058","$32,753,122 ","4,058",10月6日,2月1日,2 hrs. 43 min.,Sci-Fi,R
2017,35,John Wick: Chapter Two,LG/S,"$92,029,184 ","3,113","$30,436,123 ","3,113",2月10日,4月27日,2 hrs. 2 min.,Action,R
2017,36,The Emoji Movie,Sony,"$86,089,513 ","4,075","$24,531,923 ","4,075",7月28日,11月30日,1 hrs. 26 min.,Animation,PG
2017,37,Power Rangers (2017),LGF,"$85,364,450 ","3,693","$40,300,288 ","3,693",3月24日,6月1日,2 hrs. 4 min.,Action / Adventure,PG-13
